name,url,image_url,Item ID,Total Price,Weight,Per Carat Price,Color,Shape,Clarity,Cut,Color Intensity,Origin,Treatments,Length,Width,Height,Price per Length
Padparadscha Sapphire - Oval 1.35 Ct. #PA4159,https://www.thenaturalsapphirecompany.com/1.35ct-madagascar-oval-padparadscha-sapphire-pa4159-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4159/image/certified-natural-untreated-madagascar-oval-padparadscha-sapphire-1.3500-cts-pa4159-1-full.jpg,PA4159,4995,1.35,"$3,700 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,No Enhancement,6.84,5.62,4.16,730.2631578947369
Padparadscha Sapphire - Cushion 1.61 Ct. #S4645,https://www.thenaturalsapphirecompany.com/1.61ct-madagascar-cushion-padparadscha-sapphire-s4645-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s4645/image/certified-natural-untreated-madagascar-cushion-padparadscha-sapphire-1.6100-cts-s4645-1-full.jpg,S4645,5063,1.61,"$3,144.72 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Medium Intense,Madagascar,No Enhancement,7.07,6.89,3.63,716.124469589816
Padparadscha Sapphire - Heart 1.69 Ct. #S9588,https://www.thenaturalsapphirecompany.com/1.69ct-madagascar-heart-padparadscha-sapphire-s9588-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s9588/image/certified-natural-untreated-madagascar-heart-padparadscha-sapphire-1.6900-cts-s9588-1-full.jpg,S9588,5159,1.69,"$3,052.66 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Heart,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,No Enhancement,6.71,7.0,4.64,768.8524590163935
Padparadscha Sapphire - Oval 1.52 Ct. #PA4050,https://www.thenaturalsapphirecompany.com/1.52ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa4050-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4050/image/certified-natural-ceylon(srilanka)-oval-padparadscha-sapphire-1.5200-cts-pa4050-1-full.jpg,PA4050,5202,1.52,"$3,422.37 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,8.03,6.22,3.31,647.8206724782068
Padparadscha Sapphire - Oval 1.41 Ct. #PA3937,https://www.thenaturalsapphirecompany.com/1.41ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa3937-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3937/image/certified-natural-ceylon(srilanka)-oval-padparadscha-sapphire-1.4100-cts-pa3937-1-full.jpg,PA3937,5217,1.41,"$3,700 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,7.97,6.28,3.62,654.5796737766625
Padparadscha Sapphire - Oval 2.01 Ct. #PA3794,https://www.thenaturalsapphirecompany.com/2.01ct-madagascar-oval-padparadscha-sapphire-pa3794-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3794/image/certified-natural-untreated-madagascar-oval-padparadscha-sapphire-2.0100-cts-pa3794-1-full.jpg,PA3794,5299,2.01,"$2,636.32 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium,Madagascar,No Enhancement,9.22,7.01,3.57,574.7288503253795
Padparadscha Sapphire - Round 1.75 Ct. #S12154,https://www.thenaturalsapphirecompany.com/1.75ct-madagascar-round-padparadscha-sapphire-s12154-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s12154/image/certified-natural-untreated-ceylon(srilanka)-round-pink-sapphire-1.7500-cts-s12154-1-full.jpg,S12154,5342,1.75,"$3,052.57 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Round,Eye Clean,Mixed Brilliant,Intense,Madagascar,No Enhancement,7.14,7.03,4.07,748.1792717086835
Padparadscha Sapphire - Cushion 2.07 Ct. #PA3592,https://www.thenaturalsapphirecompany.com/2.07ct-madagascar-cushion-padparadscha-sapphire-pa3592-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3592/image/certified-natural-untreated-madagascar-cushion-padparadscha-sapphire-2.0700-cts-pa3592-1-full.jpg,PA3592,5361,2.07,"$2,589.86 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Medium,Madagascar,No Enhancement,7.62,7.56,3.86,703.5433070866142
Padparadscha Sapphire - Cushion 1.20 Ct. #PA3931,https://www.thenaturalsapphirecompany.com/1.20ct-madagascar-cushion-padparadscha-sapphire-pa3931-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3931/image/certified-natural-untreated-ceylon(srilanka)-cushion-padparadscha-sapphire-1.2000-cts-pa3931-1-full.jpg,PA3931,5550,1.20,"$4,625 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Eye Clean,Mixed Brilliant,Medium,Madagascar,No Enhancement,6.78,5.95,3.51,818.5840707964602
Padparadscha Sapphire - Oval 1.80 Ct. #PA3734,https://www.thenaturalsapphirecompany.com/1.80ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa3734-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3734/image/certified-natural-ceylon-oval-padparadscha-sapphire-1.8000-cts-pa3734-1-full.jpg,PA3734,5554,1.80,"$3,085.56 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,8.07,5.62,4.39,688.2280049566294
Padparadscha Sapphire - Cushion 1.57 Ct. #PA4120,https://www.thenaturalsapphirecompany.com/1.57ct-mozambique-cushion-padparadscha-sapphire-pa4120-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4120/image/certified-natural-mozambique-cushion-padparadscha-sapphire-1.5700-cts-pa4120-1-full.jpg,PA4120,5809,1.57,"$3,700 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Eye Clean,Mixed Brilliant,Medium Intense,Mozambique,Heated,6.5,6.31,4.31,893.6923076923077
Padparadscha Sapphire - Cushion 1.59 Ct. #PA3514,https://www.thenaturalsapphirecompany.com/1.59ct-nigeria-cushion-padparadscha-sapphire-pa3514-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3514/image/certified-natural-nigeria-cushion-padparadscha-sapphire-1.5900-cts-pa3514-1-full.jpg,PA3514,5883,1.59,"$3,700 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Slightly Included,Mixed Brilliant,Intense,Nigeria,Heated,7.18,5.58,4.34,819.3593314763232
Padparadscha Sapphire - Oval 2.06 Ct. #PA3807,https://www.thenaturalsapphirecompany.com/2.06ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa3807-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3807/image/certified-natural-untreated-ceylon-oval-padparadscha-sapphire-2.0500-cts-pa3807-1-full.jpg,PA3807,6098,2.06,"$2,960.19 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,7.91,6.79,4.32,770.9228824273072
Padparadscha Sapphire - Cushion 2.06 Ct. #PA4032,https://www.thenaturalsapphirecompany.com/2.06ct-madagascar-cushion-padparadscha-sapphire-pa4032-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4032/image/certified-natural-untreated-madagascar-cushion-padparadscha-sapphire-2.0600-cts-pa4032-1-full.jpg,PA4032,6288,2.06,"$3,052.43 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Eye Clean,Mixed Brilliant,Medium,Madagascar,No Enhancement,8.46,6.31,4.05,743.2624113475176
Padparadscha Sapphire - Oval 1.72 Ct. #PA3677,https://www.thenaturalsapphirecompany.com/1.72ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa3677-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3677/image/certified-natural-ceylon-oval-padparadscha-sapphire-1.7200-cts-pa3677-1-full.jpg,PA3677,6364,1.72,"$3,700 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Eye Clean,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,8.68,6.07,3.66,733.1797235023042
Padparadscha Sapphire - Cushion 1.87 Ct. #S4644,https://www.thenaturalsapphirecompany.com/1.87ct-madagascar-cushion-padparadscha-sapphire-s4644-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s4644/image/certified-natural-madagascar-cushion-padparadscha-sapphire-1.8700-cts-s4644-1-full.jpg,S4644,6919,1.87,"$3,700 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,7.46,6.82,4.17,927.4798927613941
Padparadscha Sapphire - Round 2.36 Ct. #S9479,https://www.thenaturalsapphirecompany.com/2.36ct-madagascar-round-padparadscha-sapphire-s9479-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s9479/image/certified-natural-ceylon(srilanka)-round-padparadscha-sapphire-2.3600-cts-s9479-1-full.jpg,S9479,7859,2.36,"$3,330.08 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Round,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,No Enhancement,7.86,7.66,4.89,999.8727735368956
Padparadscha Sapphire - Pear 2.32 Ct. #S8160,https://www.thenaturalsapphirecompany.com/2.32ct-madagascar-pear-padparadscha-sapphire-s8160-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s8160/image/certified-natural-madagascar-pear-padparadscha-sapphire-2.3200-cts-s8160-1-full.jpg,S8160,8352,2.32,"$3,600 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Very Slightly Included,Mixed Brilliant,Medium Light,Madagascar,Heated,10.01,6.41,4.8,834.3656343656344
Padparadscha Sapphire - Oval 3.37 Ct. #PA3431,https://www.thenaturalsapphirecompany.com/3.37ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa3431-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3431/image/certified-natural-untreated-ceylon-oval-padparadscha-sapphire-3.3700-cts-pa3431-1-full.jpg,PA3431,8425,3.37,"$2,500 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,9.07,7.71,4.99,928.8864388092612
Padparadscha Sapphire - Pear 1.92 Ct. #S9552,https://www.thenaturalsapphirecompany.com/1.92ct-ceylon-sri-lanka-pear-padparadscha-sapphire-s9552-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s9552/image/certified-natural-ceylon(srilanka)-pear-padparadscha-sapphire-1.9200-cts-s9552-1-full.jpg,S9552,8880,1.92,"$4,625 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,9.4,6.46,4.07,944.6808510638298
Padparadscha Sapphire - Oval 3.04 Ct. #PA3695,https://www.thenaturalsapphirecompany.com/3.04ct-madagascar-oval-padparadscha-sapphire-pa3695-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3695/image/certified-natural-ceylon-oval-padparadscha-sapphire-3.0400-cts-pa3695-1-full.jpg,PA3695,10336,3.04,"$3,400 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,9.26,6.31,5.83,1116.1987041036718
Padparadscha Sapphire - Cushion 1.96 Ct. #PA3209,https://www.thenaturalsapphirecompany.com/1.96ct-madagascar-cushion-padparadscha-sapphire-pa3209-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3209/image/certified-natural-untreated-madagascar-cushion-padparadscha-sapphire-1.9600-cts-pa3209-1-full.jpg,PA3209,11995,1.96,"$6,119.9 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Eye Clean,Mixed Brilliant,Medium,Madagascar,No Enhancement,8.76,6.07,3.93,1369.2922374429224
Padparadscha Sapphire - Heart 2.06 Ct. #S9364,https://www.thenaturalsapphirecompany.com/2.06ct-madagascar-heart-padparadscha-sapphire-s9364-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s9364/image/certified-natural-madagascar-heart-padparadscha-sapphire-2.0600-cts-s9364-1-full.jpg,S9364,12782,2.06,"$6,204.85 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Heart,Eye Clean,Mixed Brilliant,Vivid,Madagascar,Heated,7.16,7.45,4.95,1785.195530726257
Padparadscha Sapphire - Round 3.07 Ct. #PA3487,https://www.thenaturalsapphirecompany.com/3.07ct-madagascar-round-padparadscha-sapphire-pa3487-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3487/image/certified-natural-madagascar-round-padparadscha-sapphire-3.0700-cts-pa3487-1-full.jpg,PA3487,12787,3.07,"$4,165.15 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Round,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,7.36,7.27,6.52,1737.3641304347825
Padparadscha Sapphire - Cushion 3.43 Ct. #PA3820,https://www.thenaturalsapphirecompany.com/3.43ct-madagascar-cushion-padparadscha-sapphire-pa3820-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3820/image/certified-natural-untreated-madagascar-cushion-padparadscha-sapphire-3.4300-cts-pa3820-1-full.jpg,PA3820,12828,3.43,"$3,739.94 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Light,Madagascar,No Enhancement,8.35,7.94,5.29,1536.2874251497008
Padparadscha Sapphire - Pear 4.03 Ct. #S4051,https://www.thenaturalsapphirecompany.com/4.03ct-ceylon-sri-lanka-pear-padparadscha-sapphire-s4051-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s4051/image/certified-natural-ceylon(srilanka)-pear-padparadscha-sapphire-4.0300-cts-s4051-1-full.jpg,S4051,12896,4.03,"$3,200 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,11.86,8.08,5.55,1087.3524451939293
Padparadscha Sapphire - Oval 2.55 Ct. #PA4147,https://www.thenaturalsapphirecompany.com/2.55ct-madagascar-oval-padparadscha-sapphire-pa4147-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4147/image/certified-natural-madagascar-oval-padparadscha-sapphire-2.5500-cts-pa4147-1-full.jpg,PA4147,13655,2.55,"$5,354.9 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium,Madagascar,Heated,9.34,7.39,4.29,1461.9914346895075
Padparadscha Sapphire - Emerald Cut 3.24 Ct. #PA4142,https://www.thenaturalsapphirecompany.com/3.24ct-madagascar-emerald-cut-padparadscha-sapphire-pa4142-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4142/image/certified-natural-madagascar-emeraldcut-padparadscha-sapphire-3.2400-cts-pa4142-1-full.jpg,PA4142,13770,3.24,"$4,250 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Emerald Cut,Eye Clean,Step Cut,Light,Madagascar,Heated,9.35,7.95,4.59,1472.7272727272727
Padparadscha Sapphire - Cushion 2.54 Ct. #S5594,https://www.thenaturalsapphirecompany.com/2.54ct-madagascar-cushion-padparadscha-sapphire-s5594-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s5594/image/certified-natural-untreated-ceylon(srilanka)-cushion-padparadscha-sapphire-2.5400-cts-s5594-1-full.jpg,S5594,15545,2.54,"$6,120.08 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Eye Clean,Mixed Brilliant,Vivid,Madagascar,No Enhancement,8.55,7.3,4.4,1818.1286549707602
Padparadscha Sapphire - Pear 4.17 Ct. #PA3960,https://www.thenaturalsapphirecompany.com/4.17ct-ceylon-sri-lanka-pear-padparadscha-sapphire-pa3960-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3960/image/certified-natural-ceylon(srilanka)-pear-padparadscha-sapphire-4.1700-cts-pa3960-1-full.jpg,PA3960,16513,4.17,"$3,959.95 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Eye Clean,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,12.36,8.11,5.22,1336.0032362459547
Padparadscha Sapphire - Oval 9.05 Ct. #PA3969,https://www.thenaturalsapphirecompany.com/9.05ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa3969-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3969/image/certified-natural-ceylon(srilanka)-oval-padparadscha-sapphire-9.0500-cts-pa3969-1-full.jpg,PA3969,45929,9.05,"$5,075.03 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Eye Clean,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,15.04,10.67,6.48,3053.7898936170213
Padparadscha Sapphire - Oval 9.97 Ct. #S4905,https://www.thenaturalsapphirecompany.com/9.97ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s4905-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s4905/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-9.9700-cts-s4905-1-full.jpg,S4905,97208,9.97,"$9,750.05 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,12.86,11.28,8.17,7558.942457231727
Padparadscha Sapphire - Oval 18.01 Ct. #S4907,https://www.thenaturalsapphirecompany.com/18.01ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s4907-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s4907/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-18.0100-cts-s4907-1-full.jpg,S4907,205314,18.01,"$11,400 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,18.81,14.33,8.29,10915.151515151516
Padparadscha Sapphire - Oval 12.01 Ct. #S4904,https://www.thenaturalsapphirecompany.com/12.01ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s4904-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s4904/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-12.0100-cts-s4904-1-full.jpg,S4904,241701,12.01,"$20,124.98 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Eye Clean,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,14.92,11.56,7.98,16199.798927613941
Padparadscha Sapphire - Round 1.07 Ct. #S8752,https://www.thenaturalsapphirecompany.com/1.07ct-ceylon-sri-lanka-round-padparadscha-sapphire-s8752-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s8752/image/certified-natural-ceylon(srilanka)-round-purplishpink-sapphire-1.0700-cts-s8752-1-full.jpg,S8752,1926,1.07,"$1,800 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Round,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,5.71,5.62,4.17,337.3029772329247
Padparadscha Sapphire - Pear 1.01 Ct. #PA3386,https://www.thenaturalsapphirecompany.com/1.01ct-madagascar-pear-padparadscha-sapphire-pa3386-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3386/image/certified-natural-untreated-madagascar-pear-padparadscha-sapphire-1.0100-cts-pa3386-1-full.jpg,PA3386,2626,1.01,"$2,600 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,No Enhancement,7.52,4.87,3.14,349.2021276595745
Padparadscha Sapphire - Cushion 1.79 Ct. #PA3313,https://www.thenaturalsapphirecompany.com/1.79ct-ceylon-sri-lanka-cushion-padparadscha-sapphire-pa3313-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3313/image/certified-natural-ceylon-cushion-padparadscha-sapphire-1.7200-cts-pa3313-1-full.jpg,PA3313,3580,1.79,"$2,000 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,6.43,6.34,4.51,556.7651632970451
Padparadscha Sapphire - Cushion 1.58 Ct. #S4393,https://www.thenaturalsapphirecompany.com/1.58ct-ceylon-sri-lanka-cushion-padparadscha-sapphire-s4393-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s4393/image/certified-natural-untreated-ceylon(srilanka)-cushion-padparadscha-sapphire-1.5800-cts-s4393-1-full.jpg,S4393,4092,1.58,"$2,589.87 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Eye Clean,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,7.42,6.64,3.32,551.4824797843665
Padparadscha Sapphire - Oval 1.61 Ct. #PA3870,https://www.thenaturalsapphirecompany.com/1.61ct-madagascar-oval-padparadscha-sapphire-pa3870-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3870/image/certified-natural-madagascar-oval-padparadscha-sapphire-1.6100-cts-pa3870-1-full.jpg,PA3870,4468,1.61,"$2,775.16 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Eye Clean,Mixed Brilliant,Intense,Madagascar,Heated,8.15,6.71,3.26,548.2208588957055
Padparadscha Sapphire - Oval 1.86 Ct. #PA3793,https://www.thenaturalsapphirecompany.com/1.86ct-madagascar-oval-padparadscha-sapphire-pa3793-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3793/image/certified-natural-untreated-madagascar-oval-padparadscha-sapphire-1.8600-cts-pa3793-1-full.jpg,PA3793,4645,1.86,"$2,497.31 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium,Madagascar,No Enhancement,8.74,6.4,4.15,531.4645308924485
Padparadscha Sapphire - Pear 1.74 Ct. #S10450,https://www.thenaturalsapphirecompany.com/1.74ct-madagascar-pear-padparadscha-sapphire-s10450-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s10450/image/certified-natural-ceylon(srilanka)-pear-padparadscha-sapphire-1.7400-cts-s10450-1-full.jpg,S10450,4829,1.74,"$2,775.29 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Eye Clean,Mixed Brilliant,Medium Intense,Madagascar,Heated,9.79,5.33,4.66,493.2584269662922
Padparadscha Sapphire - Round 1.82 Ct. #PA3964,https://www.thenaturalsapphirecompany.com/1.82ct-east-africa-round-padparadscha-sapphire-pa3964-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3964/image/certified-natural-eastafrica-round-padparadscha-sapphire-1.8200-cts-pa3964-1-full.jpg,PA3964,5050,1.82,"$2,774.73 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Round,Very Slightly Included,Mixed Brilliant,Vivid,East Africa,Heated,6.9,6.77,4.92,731.8840579710145
