name,url,image_url,Item ID,Total Price,Weight,Per Carat Price,Color,Shape,Clarity,Cut,Color Intensity,Origin,Treatments,Length,Width,Height,Price per Length
Padparadscha Sapphire - Round 0.89 Ct. #S11457,https://www.thenaturalsapphirecompany.com/0.89ct-ceylon-sri-lanka-round-padparadscha-sapphire-s11457-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s11457/image/certified-natural-ceylon(srilanka)-round-peach-sapphire-0.8800-cts-s11457-1-full.jpg,S11457,890,0.89,"$1,000 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Round,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,6.07,6.1,3.3,146.62273476112026
Padparadscha Sapphire - Oval 0.76 Ct. #PA4086,https://www.thenaturalsapphirecompany.com/0.76ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa4086-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4086/image/certified-natural-ceylon(srilanka)-oval-padparadscha-sapphire-0.7600-cts-pa4086-1-full.jpg,PA4086,912,0.76,"$1,200 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,6.37,5.41,2.76,143.17111459968604
Padparadscha Sapphire - Oval 0.57 Ct. #S8209,https://www.thenaturalsapphirecompany.com/0.57ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s8209-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s8209/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-0.5700-cts-s8209-1-full.jpg,S8209,912,0.57,"$1,600 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,5.9,4.42,2.5,154.57627118644066
Padparadscha Sapphire - Radiant 1.02 Ct. #P5719,https://www.thenaturalsapphirecompany.com/1.02ct-ceylon-sri-lanka-radiant-padparadscha-sapphire-p5719-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/p5719/image/certified-natural-ceylon(srilanka)-radiant-pink-sapphire-1.0200-cts-p5719-1-full.jpg,P5719,918,1.02,$900 per Ct.,Padparadscha (Pinkish-Orange / Orangish-Pink),Radiant,Very Slightly Included,Radiant Cut,Intense,Ceylon (Sri Lanka),Heated,6.98,5.06,2.94,131.5186246418338
Padparadscha Sapphire - Cushion 0.42 Ct. #S7612,https://www.thenaturalsapphirecompany.com/0.42ct-madagascar-cushion-padparadscha-sapphire-s7612-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s7612/image/certified-natural-madagascar-cushion-padparadscha-sapphire-0.4200-cts-s7612-1-full.jpg,S7612,990,0.42,"$2,357.14 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,4.51,4.47,2.35,219.51219512195124
Padparadscha Sapphire - Oval 0.40 Ct. #S17480,https://www.thenaturalsapphirecompany.com/0.40ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s17480-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s17480/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-0.4000-cts-s17480-1-full.jpg,S17480,1080,0.40,"$2,700 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,6.03,4.08,2.05,179.1044776119403
Padparadscha Sapphire - Oval 0.34 Ct. #S7663,https://www.thenaturalsapphirecompany.com/0.34ct-madagascar-oval-padparadscha-sapphire-s7663-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s7663/image/certified-natural-madagascar-oval-padparadscha-sapphire-0.3400-cts-s7663-1-full.jpg,S7663,1100,0.34,"$3,235.29 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,5.21,3.85,2.12,211.13243761996162
Padparadscha Sapphire - Cushion 0.52 Ct. #S7681,https://www.thenaturalsapphirecompany.com/0.52ct-madagascar-cushion-padparadscha-sapphire-s7681-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s7681/image/certified-natural-madagascar-cushion-padparadscha-sapphire-0.5200-cts-s7681-1-full.jpg,S7681,1100,0.52,"$2,115.38 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,5.91,3.65,2.38,186.12521150592215
Padparadscha Sapphire - Cushion 0.70 Ct. #S8210,https://www.thenaturalsapphirecompany.com/0.70ct-ceylon-sri-lanka-cushion-padparadscha-sapphire-s8210-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s8210/image/certified-natural-untreated-ceylon(srilanka)-cushion-padparadscha-sapphire-0.7100-cts-s8210-1-full.jpg,S8210,1120,0.70,"$1,600 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,5.64,4.8,2.69,198.58156028368796
Padparadscha Sapphire - Cushion 1.12 Ct. #S10834,https://www.thenaturalsapphirecompany.com/1.12ct-ceylon-sri-lanka-cushion-padparadscha-sapphire-s10834-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s10834/image/certified-natural-ceylon(srilanka)-cushion-padparadscha-sapphire-1.1200-cts-s10834-1-full.jpg,S10834,1120,1.12,"$1,000 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,6.13,4.81,4.2,182.70799347471453
Padparadscha Sapphire - Cushion 1.02 Ct. #S16394,https://www.thenaturalsapphirecompany.com/1.02ct-madagascar-cushion-padparadscha-sapphire-s16394-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s16394/image/certified-natural-untreated-ceylon(srilanka)-cushion-pink-sapphire-1.0200-cts-s16394-1-full.jpg,S16394,1122,1.02,"$1,100 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Slightly Included,Mixed Brilliant,Intense,Madagascar,No Enhancement,5.55,5.04,3.78,202.16216216216216
Padparadscha Sapphire - Asscher - Octagon 0.75 Ct. #PA3664,https://www.thenaturalsapphirecompany.com/0.75ct-madagascar-asscher-octagon-padparadscha-sapphire-pa3664-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3664/image/certified-natural-untreated-madagascar-asscher-padparadscha-sapphire-0.7500-cts-pa3664-1-full.jpg,PA3664,1140,0.75,"$1,520 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Asscher - Octagon,Very Slightly Included,Step Cut,Medium Intense,Madagascar,No Enhancement,5.64,5.03,2.73,202.12765957446808
Padparadscha Sapphire - Oval 0.98 Ct. #S16841,https://www.thenaturalsapphirecompany.com/0.98ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s16841-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s16841/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-0.9800-cts-s16841-1-full.jpg,S16841,1176,0.98,"$1,200 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,6.63,5.25,3.35,177.37556561085972
Padparadscha Sapphire - Oval 0.75 Ct. #PA3659,https://www.thenaturalsapphirecompany.com/0.75ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa3659-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3659/image/certified-natural-untreated-ceylon-oval-padparadscha-sapphire-0.7500-cts-pa3659-1-full.jpg,PA3659,1200,0.75,"$1,600 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,6.06,4.48,3.18,198.01980198019803
Padparadscha Sapphire - Pear 0.49 Ct. #S7514,https://www.thenaturalsapphirecompany.com/0.49ct-madagascar-pear-padparadscha-sapphire-s7514-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s7514/image/certified-natural-ceylon(srilanka)-pear-padparadscha-sapphire-0.4900-cts-s7514-1-full.jpg,S7514,1209,0.49,"$2,467.35 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Very Slightly Included,Mixed Brilliant,Light,Madagascar,Heated,5.29,4.46,2.32,228.5444234404537
Padparadscha Sapphire - Oval 1.41 Ct. #S8263,https://www.thenaturalsapphirecompany.com/1.41ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s8263-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s8263/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-1.4100-cts-s8263-1-full.jpg,S8263,1269,1.41,$900 per Ct.,Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,7.64,5.94,3.77,166.09947643979058
Padparadscha Sapphire - Cushion 0.92 Ct. #S4896,https://www.thenaturalsapphirecompany.com/0.92ct-ceylon-sri-lanka-cushion-padparadscha-sapphire-s4896-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s4896/image/certified-natural-untreated-ceylon(srilanka)-cushion-padparadscha-sapphire-0.9200-cts-s4896-1-full.jpg,S4896,1288,0.92,"$1,400 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,6.41,5.6,2.8,200.93603744149766
Padparadscha Sapphire - Oval 0.66 Ct. #S7659,https://www.thenaturalsapphirecompany.com/0.66ct-madagascar-oval-padparadscha-sapphire-s7659-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s7659/image/certified-natural-madagascar-oval-padparadscha-sapphire-0.6600-cts-s7659-1-full.jpg,S7659,1320,0.66,"$2,000 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium,Madagascar,Heated,5.64,4.35,3.09,234.04255319148936
Padparadscha Sapphire - Pear 0.83 Ct. #PA3760,https://www.thenaturalsapphirecompany.com/0.83ct-ceylon-sri-lanka-pear-padparadscha-sapphire-pa3760-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3760/image/certified-natural-ceylon-pear-padparadscha-sapphire-0.8300-cts-pa3760-1-full.jpg,PA3760,1411,0.83,"$1,700 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,6.88,4.42,3.22,205.0872093023256
Padparadscha Sapphire - Cushion 1.21 Ct. #S11163,https://www.thenaturalsapphirecompany.com/1.21ct-ceylon-sri-lanka-cushion-padparadscha-sapphire-s11163-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s11163/image/certified-natural-untreated-ceylon(srilanka)-cushion-peach-sapphire-1.2100-cts-s11163-1-full.jpg,S11163,1452,1.21,"$1,200 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,7.26,5.22,3.51,200.0
Padparadscha Sapphire - Oval 1.21 Ct. #S6270,https://www.thenaturalsapphirecompany.com/1.21ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s6270-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s6270/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-1.2100-cts-s6270-1-full.jpg,S6270,1452,1.21,"$1,200 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,7.28,4.86,4.15,199.45054945054943
Padparadscha Sapphire - Pear 1.04 Ct. #S6679,https://www.thenaturalsapphirecompany.com/1.04ct-mozambique-pear-padparadscha-sapphire-s6679-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s6679/image/certified-natural-untreated-mozambique-pear-padparadscha-sapphire-1.0400-cts-s6679-1-full.jpg,S6679,1456,1.04,"$1,400 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Slightly Included,Mixed Brilliant,Intense,Mozambique,No Enhancement,7.97,5.9,3.41,182.68506900878293
Padparadscha Sapphire - Cushion 0.95 Ct. #S4388,https://www.thenaturalsapphirecompany.com/0.95ct-ceylon-sri-lanka-cushion-padparadscha-sapphire-s4388-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s4388/image/certified-natural-ceylon(srilanka)-cushion-padparadscha-sapphire-0.9500-cts-s4388-1-full.jpg,S4388,1520,0.95,"$1,600 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Eye Clean,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,6.21,4.89,3.42,244.76650563607086
Padparadscha Sapphire - Oval 0.57 Ct. #S7505,https://www.thenaturalsapphirecompany.com/0.57ct-madagascar-oval-padparadscha-sapphire-s7505-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s7505/image/certified-natural-ceylon(srilanka)-oval-padparadscha-sapphire-0.5700-cts-s7505-1-full.jpg,S7505,1540,0.57,"$2,701.75 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,5.33,4.44,2.88,288.9305816135084
Padparadscha Sapphire - Oval 1.01 Ct. #S16112,https://www.thenaturalsapphirecompany.com/1.01ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s16112-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s16112/image/certified-natural-ceylon(srilanka)-oval-padparadscha-sapphire-1.0100-cts-s16112-1-full.jpg,S16112,1566,1.01,"$1,550.5 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,6.82,5.43,3.15,229.61876832844573
Padparadscha Sapphire - Oval 1.06 Ct. #S17265,https://www.thenaturalsapphirecompany.com/1.06ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s17265-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s17265/image/certified-natural-untreated-ceylon(srilanka)-oval-pink-sapphire-1.0600-cts-s17265-1-full.jpg,S17265,1590,1.06,"$1,500 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,6.12,5.54,3.99,259.80392156862746
Padparadscha Sapphire - Oval 1.23 Ct. #S16392,https://www.thenaturalsapphirecompany.com/1.23ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s16392-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s16392/image/certified-natural-untreated-ceylon(srilanka)-oval-pink-sapphire-1.2300-cts-s16392-1-full.jpg,S16392,1599,1.23,"$1,300 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,7.53,5.91,3.47,212.35059760956176
Padparadscha Sapphire - Oval 0.74 Ct. #S4391,https://www.thenaturalsapphirecompany.com/0.74ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s4391-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s4391/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-0.7400-cts-s4391-1-full.jpg,S4391,1628,0.74,"$2,200 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,5.77,4.57,3.21,282.1490467937609
Padparadscha Sapphire - Oval 1.38 Ct. #S8259,https://www.thenaturalsapphirecompany.com/1.38ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s8259-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s8259/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-1.3800-cts-s8259-1-full.jpg,S8259,1656,1.38,"$1,200 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,8.12,6.4,3.44,203.94088669950742
Padparadscha Sapphire - Oval 1.07 Ct. #PA4005,https://www.thenaturalsapphirecompany.com/1.07ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa4005-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4005/image/certified-natural-ceylon(srilanka)-oval-padparadscha-sapphire-1.0700-cts-pa4005-1-full.jpg,PA4005,1712,1.07,"$1,600 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,6.78,5.3,3.66,252.50737463126842
Padparadscha Sapphire - Radiant 1.57 Ct. #S16785,https://www.thenaturalsapphirecompany.com/1.57ct-ceylon-sri-lanka-radiant-padparadscha-sapphire-s16785-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s16785/image/certified-natural-ceylon(srilanka)-radiant-pink-sapphire-1.5700-cts-s16785-1-full.jpg,S16785,1727,1.57,"$1,100 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Radiant,Slightly Included,Radiant Cut,Light,Ceylon (Sri Lanka),Heated,7.38,5.76,4.11,234.01084010840108
Padparadscha Sapphire - Pear 1.09 Ct. #S6680,https://www.thenaturalsapphirecompany.com/1.09ct-ceylon-sri-lanka-pear-padparadscha-sapphire-s6680-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s6680/image/certified-natural-untreated-ceylon(srilanka)-pear-padparadscha-sapphire-1.0900-cts-s6680-1-full.jpg,S6680,1744,1.09,"$1,600 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,7.52,5.93,3.54,231.91489361702128
Padparadscha Sapphire - Cushion 1.10 Ct. #PA4007,https://www.thenaturalsapphirecompany.com/1.10ct-ceylon-sri-lanka-cushion-padparadscha-sapphire-pa4007-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4007/image/certified-natural-ceylon(srilanka)-cushion-padparadscha-sapphire-1.1000-cts-pa4007-1-full.jpg,PA4007,1760,1.10,"$1,600 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,5.61,5.59,4.12,313.7254901960784
Padparadscha Sapphire - Oval 1.06 Ct. #S7992,https://www.thenaturalsapphirecompany.com/1.06ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s7992-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s7992/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-1.0600-cts-s7992-1-full.jpg,S7992,1800,1.06,"$1,698.11 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,6.89,5.41,3.08,261.2481857764877
Padparadscha Sapphire - Oval 1.00 Ct. #S7996,https://www.thenaturalsapphirecompany.com/1.00ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s7996-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s7996/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-1.0000-cts-s7996-1-full.jpg,S7996,1800,1.00,"$1,800 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,6.17,5.32,3.65,291.7341977309562
Padparadscha Sapphire - Pear 0.95 Ct. #S16093,https://www.thenaturalsapphirecompany.com/0.95ct-ceylon-sri-lanka-pear-padparadscha-sapphire-s16093-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s16093/image/certified-natural-ceylon(srilanka)-pear-padparadscha-sapphire-0.9500-cts-s16093-1-full.jpg,S16093,1853,0.95,"$1,950.53 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,8.0,5.79,2.77,231.625
Padparadscha Sapphire - Oval 1.87 Ct. #S13858,https://www.thenaturalsapphirecompany.com/1.87ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s13858-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s13858/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-1.8700-cts-s13858-1-full.jpg,S13858,1870,1.87,"$1,000 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,8.24,6.5,4.32,226.94174757281553
Padparadscha Sapphire - Oval 1.11 Ct. #S16786,https://www.thenaturalsapphirecompany.com/1.11ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s16786-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s16786/image/certified-natural-ceylon(srilanka)-oval-peach-sapphire-1.1100-cts-s16786-1-full.jpg,S16786,1887,1.11,"$1,700 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,7.58,5.74,3.22,248.94459102902374
Padparadscha Sapphire - Oval 1.28 Ct. #S16390,https://www.thenaturalsapphirecompany.com/1.28ct-madagascar-oval-padparadscha-sapphire-s16390-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s16390/image/certified-natural-untreated-ceylon(srilanka)-oval-pink-sapphire-1.2800-cts-s16390-1-full.jpg,S16390,1920,1.28,"$1,500 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,No Enhancement,7.2,5.76,3.88,266.6666666666667
Padparadscha Sapphire - Oval 0.83 Ct. #S9444,https://www.thenaturalsapphirecompany.com/0.83ct-madagascar-oval-padparadscha-sapphire-s9444-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s9444/image/certified-natural-untreated-madagascar-oval-padparadscha-sapphire-0.8300-cts-s9444-1-full.jpg,S9444,1992,0.83,"$2,400 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,No Enhancement,5.93,5.09,3.32,335.91905564924116
Padparadscha Sapphire - Oval 1.18 Ct. #PA3631,https://www.thenaturalsapphirecompany.com/1.18ct-madagascar-oval-padparadscha-sapphire-pa3631-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3631/image/certified-natural-untreated-madagascar-oval-padparadscha-sapphire-1.1800-cts-pa3631-1-full.jpg,PA3631,2006,1.18,"$1,700 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,No Enhancement,7.69,5.77,3.28,260.85825747724317
Padparadscha Sapphire - Pear 1.27 Ct. #S14973,https://www.thenaturalsapphirecompany.com/1.27ct-ceylon-sri-lanka-pear-padparadscha-sapphire-s14973-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s14973/image/certified-natural-untreated-ceylon(srilanka)-pear-brown-sapphire-1.2700-cts-s14973-1-full.jpg,S14973,2019,1.27,"$1,589.76 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,7.99,5.83,3.92,252.69086357947432
Padparadscha Sapphire - Oval 0.34 Ct. #S17526,https://www.thenaturalsapphirecompany.com/0.34ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s17526-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s17526/image/certified-natural-untreated-ceylon(srilanka)-round-padparadscha-sapphire-0.3400-cts-s17526-1-full.jpg,S17526,2040,0.34,"$6,000 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,4.89,3.93,1.87,417.17791411042947
Padparadscha Sapphire - Heart 1.05 Ct. #S16111,https://www.thenaturalsapphirecompany.com/1.05ct-ceylon-sri-lanka-heart-padparadscha-sapphire-s16111-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s16111/image/certified-natural-ceylon(srilanka)-heart-padparadscha-sapphire-1.0500-cts-s16111-1-full.jpg,S16111,2048,1.05,"$1,950.48 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Heart,Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,6.49,7.65,3.17,315.5624036979969
Padparadscha Sapphire - Cushion 1.03 Ct. #S7842,https://www.thenaturalsapphirecompany.com/1.03ct-ceylon-sri-lanka-cushion-padparadscha-sapphire-s7842-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s7842/image/certified-natural-ceylon(srilanka)-cushion-padparadscha-sapphire-1.0300-cts-s7842-1-full.jpg,S7842,2060,1.03,"$2,000 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,6.49,4.93,3.23,317.41140215716484
Padparadscha Sapphire - Oval 1.75 Ct. #S13856,https://www.thenaturalsapphirecompany.com/1.75ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s13856-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s13856/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-1.7500-cts-s13856-1-full.jpg,S13856,2100,1.75,"$1,200 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,8.94,6.04,3.67,234.8993288590604
Padparadscha Sapphire - Cushion 1.25 Ct. #PA3647,https://www.thenaturalsapphirecompany.com/1.25ct-madagascar-cushion-padparadscha-sapphire-pa3647-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3647/image/certified-natural-madagascar-cushion-padparadscha-sapphire-1.2500-cts-pa3647-1-full.jpg,PA3647,2125,1.25,"$1,700 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Medium Intense,Madagascar,Heated,7.41,5.34,3.41,286.774628879892
Padparadscha Sapphire - Cushion 0.79 Ct. #S7666,https://www.thenaturalsapphirecompany.com/0.79ct-madagascar-cushion-padparadscha-sapphire-s7666-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s7666/image/certified-natural-madagascar-cushion-padparadscha-sapphire-0.7900-cts-s7666-1-full.jpg,S7666,2144,0.79,"$2,713.92 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,6.79,4.57,2.39,315.75846833578794
